points,price,province,region_1,region_2,variety,winery
87,34.0,California,Carneros,Napa-Sonoma,Pinot Noir,Stomping Girl
87,20.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Tablas Creek
87,19.0,California,Monterey,Central Coast,Chardonnay,Talbott
87,50.0,California,Russian River Valley,Sonoma,Zinfandel,Williams Selyem
87,18.0,California,Lodi,Central Valley,Red Blend,Incognito
87,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Lynmar
87,23.0,California,Napa Valley,Napa,Merlot,Raymond
86,25.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Balverne
86,40.0,California,Carmel Valley,Central Coast,Cabernet Franc,Boëté
86,38.0,California,Russian River Valley,Sonoma,Chardonnay,Herzog
86,14.0,California,Arroyo Seco,Central Coast,Chardonnay,J. Lohr
86,10.0,California,Monterey County,Central Coast,Valdiguié,J. Lohr
86,35.0,California,Yorkville Highlands,North Coast,Primitivo,Wattle Creek
86,28.0,California,Napa Valley,Napa,Merlot,Whitehall Lane
86,13.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Kings Ridge
86,17.0,California,Russian River Valley,Sonoma,Sparkling Blend,Korbel
86,14.0,California,California,California Other,Sparkling Blend,Korbel
86,30.0,California,Santa Barbara County,Central Coast,Pinot Noir,Lucas & Lewellen
86,8.0,California,California,California Other,Zinfandel,Oak Grove
86,22.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Obelisco Estate
86,28.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Refugio Ranch
86,18.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style White Blend,Auclair
86,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Walla Faces
86,31.0,California,California,California Other,Rhône-style Red Blend,Dante Robere
86,18.0,California,Sonoma County,Sonoma,Chardonnay,Dealy Lane
86,25.0,California,Santa Barbara County,Central Coast,Grenache Blanc,Epiphany
86,19.0,New York,New York,New York Other,Riesling,Influence
86,12.0,Washington,Washington,Washington Other,Chardonnay,14 Hands
86,30.0,New York,Finger Lakes,Finger Lakes,Sparkling Blend,Casa Larga
91,15.0,Washington,Columbia Valley (WA),Columbia Valley,Chenin Blanc,Kiona
91,14.0,California,North Coast,North Coast,Sauvignon Blanc,Murphy-Goode
91,34.0,California,Santa Ynez Valley,Central Coast,Grenache,R2
91,60.0,New York,North Fork of Long Island,Long Island,Champagne Blend,Sparkling Pointe
91,40.0,California,Napa Valley,Napa,Red Blend,Brown Estate
91,26.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sauvignon Blanc,Woodward Canyon
91,80.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Clos du Val
91,60.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Côtes de Ciel
91,30.0,California,Dry Creek Valley,Sonoma,Zinfandel,Dry Creek Vineyard
91,49.0,California,Santa Barbara County,Central Coast,Syrah,Fess Parker
91,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Quivira
91,64.0,California,Russian River Valley,Sonoma,Chardonnay,Ram's Gate
91,36.0,California,Sonoma Coast,Sonoma,Chardonnay,Lombardi
91,30.0,California,Sierra Foothills,Sierra Foothills,Syrah,Martin Lane Winery
91,40.0,California,Russian River Valley,Sonoma,Chardonnay,Chasseur
93,30.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stack House
93,25.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Tenet
93,55.0,California,Paso Robles,Central Coast,Syrah-Mourvèdre,Brian Benson
93,35.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar
93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Storm
93,75.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
93,65.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Gary Farrell
93,65.0,California,Napa County,Napa,Sparkling Blend,Mumm Napa
93,85.0,California,Yountville,Napa,Cabernet Sauvignon,Rocca
93,40.0,California,Sonoma Mountain,Sonoma,Cabernet Sauvignon,Laurel Glen
93,95.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Leonetti Cellar
93,38.0,California,Adelaida District,Central Coast,Mourvèdre,Anglim
93,40.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Comartin
93,50.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Gård
88,75.0,California,Santa Maria Valley,Central Coast,Dolcetto,Grevino
88,40.0,California,Temecula Valley,South Coast,Cabernet Franc,Hart
88,45.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Auclair
88,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Walla Walla Vintners
87,40.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Vintners
87,43.0,California,Dry Creek Valley,Sonoma,Zinfandel,Papapietro Perry
87,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Rutherford Ranch
87,39.0,Oregon,Oregon,Oregon Other,Petit Verdot,Spangler
87,34.0,California,Yountville,Napa,Chardonnay,Tamber Bey
87,45.0,California,Carneros,Napa-Sonoma,Pinot Noir,Beresini Vineyards
87,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Concannon
87,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Cow Bell
87,24.0,California,Sonoma County,Sonoma,Syrah,Spicerack
87,12.0,California,Clarksburg,Central Valley,Viognier,The White Knight
87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Three Rivers
87,28.0,California,Sierra Foothills,Sierra Foothills,Rhône-style Red Blend,Le Casque
87,44.0,California,Napa Valley,Napa,Cabernet Sauvignon,Mount Veeder
87,28.0,Washington,Columbia Valley (WA),Columbia Valley,G-S-M,Gorman
87,45.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Hightower
87,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Blanc,J. Scott Cellars
87,12.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,14 Hands
91,21.0,California,Santa Barbara-Monterey,North Coast,Chardonnay,Kendall-Jackson
91,36.0,California,Yorkville Highlands,North Coast,Chardonnay,Maple Creek
91,58.0,California,Santa Ynez Valley,Central Coast,Syrah,Sunstone
91,36.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Cinnabar
91,28.0,California,Sonoma County,Sonoma,Merlot,Viansa
91,48.0,California,Sonoma Coast,Sonoma,Chardonnay,Heintz
91,35.0,California,Sierra Foothills,Sierra Foothills,Syrah,Terre Rouge
92,34.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
92,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Swanson
92,48.0,California,Dry Creek Valley,Sonoma,Syrah,Terlato
92,55.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Trisaetum
92,55.0,California,Napa Valley,Napa,Merlot,Rutherford Hill
92,22.0,California,Santa Ynez Valley,Central Coast,Rosé,Demetria
92,50.0,California,Sonoma-Napa,Napa-Sonoma,Sparkling Blend,Domaine Chandon
92,37.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
92,90.0,California,Napa Valley,Napa,Tempranillo,Jarvis
92,42.0,California,Santa Ynez Valley,Central Coast,G-S-M,Zaca Mesa
92,75.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Trisaetum
92,135.0,California,Napa Valley,Napa,Cabernet Sauvignon,Knights Bridge
89,45.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Damiani
89,16.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lamoreaux Landing
89,24.0,California,Calaveras County,Sierra Foothills,Zinfandel,Hovey
89,25.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Kiona
89,30.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Ferrari-Carano
89,12.0,Washington,Yakima Valley,Columbia Valley,Riesling,Grace Lane
89,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Les Belles Collines
89,24.0,California,North Coast,North Coast,Red Blend,Longboard
89,24.0,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Mannina Cellars
89,25.0,California,Napa Valley,Napa,Cabernet Sauvignon,Buehler
89,38.0,New York,Finger Lakes,Finger Lakes,Blaufränkisch,Atwater
89,18.0,New York,Finger Lakes,Finger Lakes,Riesling,Bellangelo
89,24.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Hazlitt 1852 Vineyards
89,35.0,California,Sonoma Coast,Sonoma,Pinot Noir,Crossbarn by Paul Hobbs
88,17.0,California,Russian River Valley,Sonoma,Red Blend,Hook & Ladder
88,20.0,California,Russian River Valley,Sonoma,Chardonnay,Frei Brothers
88,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Lost Canyon
88,40.0,California,Rockpile,Sonoma,Cabernet Sauvignon,Paradise Ridge
88,26.0,California,Napa Valley,Napa,Pinot Noir,Robert Mondavi
88,20.0,California,Napa County,Napa,Syrah,Stickybeak
88,38.0,California,Santa Clara Valley,Central Coast,Pinot Noir,Portola Vineyards
92,76.0,California,Carneros,Napa-Sonoma,Chardonnay,Ram's Gate
92,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Rendarrio Vineyards
92,49.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Wrights Station
92,100.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Ziata
92,35.0,California,Napa Valley,Napa,Zinfandel,Alyris
92,54.0,California,Napa Valley,Napa,Red Blend,Blackbird Vineyards
92,65.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
92,37.0,California,Dry Creek Valley,Sonoma,Zinfandel,Ottimino Vineyards
92,36.0,Washington,Yakima Valley,Columbia Valley,Syrah,Palencia
92,25.0,California,Contra Costa County,Central Coast,Zinfandel,Rosenblum
92,115.0,California,Stags Leap District,Napa,Petite Sirah,Stags' Leap Winery
92,22.0,California,Sonoma Coast,Sonoma,Pinot Gris,Thirty-Seven Wines
92,41.0,California,Rockpile,Sonoma,Petite Sirah,Mauritson
92,48.0,California,Napa Valley,Napa,Red Blend,Yao Family Wines
87,28.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Alta Maria
87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Apex
87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sémillon,Apex
87,32.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Ascension Cellars
87,32.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Basalt
87,24.0,Washington,Columbia Valley (WA),Columbia Valley,Roussanne,Bergevin Lane
87,16.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Boomtown
87,16.0,Washington,Washington,Washington Other,Merlot,Boomtown
87,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Terra Valentine
87,38.0,California,Spring Mountain District,Napa,Riesling,Terra Valentine
87,22.0,Washington,Yakima Valley,Columbia Valley,Merlot,Two Mountain
87,26.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,William Grassie
87,45.0,California,Fort Ross-Seaview,Sonoma,Chardonnay,Fort Ross
87,30.0,Oregon,Applegate Valley,Southern Oregon,Mondeuse,Plaisance Ranch
87,40.0,California,Russian River Valley,Sonoma,Chardonnay,Rock Wall
87,20.0,Washington,Washington,Washington Other,Tempranillo,Temporal
87,30.0,Washington,Horse Heaven Hills,Columbia Valley,Red Blend,14 Hands
87,22.0,Washington,Columbia Valley (WA),Columbia Valley,Viognier,Armstrong Family
87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Auclair
87,18.0,California,Paso Robles,Central Coast,Grenache,Broken Earth
87,30.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Columbia Crest
87,27.0,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Eco Terreno
87,34.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Gersing
87,15.0,California,California,California Other,Red Blend,Obsession
92,64.0,California,Sonoma Coast,Sonoma,Pinot Noir,Gros Ventre
92,68.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hunnicutt
92,24.0,California,El Dorado,Sierra Foothills,Syrah,Lava Cap
92,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Divio
92,75.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
92,28.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Durant
92,38.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Écluse
92,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Elizabeth Chambers
92,45.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Waxwing
92,40.0,California,Paso Robles Willow Creek District,Central Coast,Pinot Noir,Pagter Brothers
92,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
92,42.0,California,Santa Maria Valley,Central Coast,Sparkling Blend,Riverbench
92,36.0,California,Sta. Rita Hills,Central Coast,Viognier,Sanford
92,150.0,California,Coombsville,Napa,Cabernet Sauvignon,Sodaro
92,40.0,California,Adelaida District,Central Coast,Mourvèdre,Tablas Creek
92,40.0,California,Sierra Foothills,Sierra Foothills,Syrah,Terre Rouge
92,32.0,California,Yorkville Highlands,North Coast,Syrah,Halcon
85,35.0,California,Paso Robles,Central Coast,Petite Sirah,EOS
85,84.0,California,Coombsville,Napa,Cabernet Franc,Cairdean Estate
85,25.0,New York,Finger Lakes,Finger Lakes,Syrah,Lucas Vineyards
85,28.0,California,Russian River Valley,Sonoma,Pinot Noir,MacMurray Estate Vineyards
85,25.0,California,Russian River Valley,Sonoma,Chardonnay,Krutz
85,30.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Wellington
85,15.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,David James
85,25.0,California,Russian River Valley,Sonoma,Chardonnay,Dusk to Dawn
85,13.0,California,California,California Other,Pinot Noir,Eagle Canyon
85,5.0,California,California,California Other,Chardonnay,Earth's Harvest
85,14.0,New York,Finger Lakes,Finger Lakes,White Blend,Inspire Moore
92,50.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Thomas Fogarty
92,39.0,California,Russian River Valley,Sonoma,Pinot Noir,Von Holt
92,35.0,California,Sonoma Valley,Sonoma,Petite Verdot,Kunde
92,60.0,California,Napa Valley,Napa,Red Blend,La Sirena
92,24.0,California,Russian River Valley,Sonoma,Chardonnay,White Oak
92,25.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Windstream
92,35.0,California,Santa Barbara County,Central Coast,Syrah,a-non-ah-mus
92,30.0,California,Napa Valley,Napa,Cabernet Franc,Ballentine
92,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Stephen Ross
92,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
92,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Freeman
92,40.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Korbin Kameron
92,55.0,California,Sonoma Coast,Sonoma,Chardonnay,Migration
92,32.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Pessagno
92,17.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Ponzi
92,50.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Thomas Fogarty
92,45.0,California,Carneros,Napa-Sonoma,Pinot Noir,Beaulieu Vineyard
88,70.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Pellegrini Vineyards
88,27.0,California,North Coast,North Coast,Sparkling Blend,Schramsberg
88,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Titus
88,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Altvs
88,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Brooks
86,35.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stepping Stone by Cornerstone
86,28.0,California,Santa Barbara County,Central Coast,Syrah,Tercero
86,20.0,California,Monterey,Central Coast,Syrah,Morgan
86,38.0,California,Santa Barbara County,Central Coast,Pinot Noir,Casa Torres
86,18.0,California,Central Coast,Central Coast,Chardonnay,Chamisal Vineyards
86,18.0,New York,North Fork of Long Island,Long Island,Merlot,Comtesse Thérèse
86,18.0,New York,North Fork of Long Island,Long Island,Merlot,Comtesse Thérèse
86,49.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Ty Caton
86,13.0,New York,Finger Lakes,Finger Lakes,Riesling,Wagner
86,28.0,California,Sonoma County,Sonoma,Petite Sirah,Watkins Family
86,30.0,California,Russian River Valley,Sonoma,Chardonnay,Paradise Ridge
86,10.0,California,North Coast,North Coast,Cabernet Sauvignon,Salvatore Principe
86,30.0,New York,North Fork of Long Island,Long Island,Merlot,Comtesse Thérèse
86,60.0,California,Paso Robles,Central Coast,Petite Sirah,EOS
87,28.0,Washington,Columbia Valley (WA),Columbia Valley,G-S-M,Keira
87,16.0,California,Central Coast,Central Coast,Pinot Noir,Layer Cake
87,25.0,Washington,Red Mountain,Columbia Valley,Merlot,Liberty Lake
87,28.0,Washington,Red Mountain,Columbia Valley,Tempranillo,Liberty Lake
87,28.0,California,Napa Valley,Napa,Cabernet Sauvignon,Franciscan
87,16.0,California,California,California Other,Zinfandel,Great American Wine Company
87,28.0,New York,Finger Lakes,Finger Lakes,Riesling,240 Days
87,19.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Boomtown
87,20.0,California,Sonoma County,Sonoma,Red Blend,Buena Vista
87,16.0,New York,Finger Lakes,Finger Lakes,Riesling,Sheldrake Point
87,16.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Stony Lonesome
87,18.0,California,Sonoma County,Sonoma,Chardonnay,The Federalist
87,19.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Thirsty Owl Wine Company
87,65.0,California,Rutherford,Napa,Cabernet Franc,William Harrison
93,40.0,California,Carneros,Napa-Sonoma,Chardonnay,Ram's Gate
93,64.0,California,Carneros,Napa-Sonoma,Chardonnay,Ram's Gate
93,46.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Scar of the Sea
93,55.0,California,Sonoma Coast,Sonoma,Chardonnay,Small Vines
93,26.0,California,San Luis Obispo County,Central Coast,Chardonnay,Stolo
93,29.0,California,Edna Valley,Central Coast,Pinot Noir,Wolff
93,48.0,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
93,28.0,California,Santa Barbara County,Central Coast,Chardonnay,Parker
93,50.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Paumanok
93,48.0,California,Santa Maria Valley,Central Coast,Syrah,Foxen
93,38.0,California,Mount Veeder,Napa,Chardonnay,Grow Wines
93,42.0,California,Green Valley,Sonoma,Sparkling Blend,Iron Horse
93,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Acumen
93,70.0,California,Santa Cruz Mountains,Central Coast,Nebbiolo,Soulmate
89,26.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Pessagno
89,49.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Alma Rosa
89,15.0,California,Sonoma County,Sonoma,Chardonnay,St. Francis
86,45.0,California,Napa Valley,Napa,Merlot,Thorn
86,36.0,California,Napa Valley,Napa,Chardonnay,Auburn
86,48.0,California,Sonoma County,Sonoma,Pinot Noir,David Bruce
86,39.0,Washington,Columbia Valley (WA),Columbia Valley,Carmenère,DiStefano
86,20.0,California,Sonoma County,Sonoma,Rhône-style Red Blend,Enkidu
86,25.0,Washington,Wahluke Slope,Columbia Valley,Cabernet Sauvignon,Luke
86,14.0,California,Lodi,Central Valley,Cabernet Sauvignon,Plungerhead
89,60.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Walt
89,62.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Sparkman
89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,J. Bookwalter
89,27.0,Washington,Columbia Valley (WA),Columbia Valley,Sémillon,Lauren Ashton Cellars
89,48.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Mansfield-Dunne
89,38.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
89,35.0,California,Livermore Valley,Central Coast,Petite Sirah,Occasio
88,35.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,MacMurray Ranch
88,12.0,California,Arroyo Seco,Central Coast,Cabernet Sauvignon,Muirwood
88,22.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
88,19.0,California,Lodi,Central Valley,Petite Sirah,Nine North Wine Company
88,16.0,Washington,Rattlesnake Hills,Columbia Valley,Syrah,Roza Ridge
88,58.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Tenor
88,21.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Three Rivers
88,38.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Graveyard
88,50.0,California,Paso Robles,Central Coast,Syrah,Graveyard
88,60.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Hedges
88,54.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Hensteeth
88,22.0,Washington,Yakima Valley,Columbia Valley,Sauvignon Blanc,Kerloo
88,26.0,California,Russian River Valley,Sonoma,Chardonnay,Killian
88,30.0,California,Howell Mountain,Napa,Rosé,Kristodd
88,75.0,California,Temecula Valley,South Coast,Cabernet Sauvignon,Lorenzi Estate
88,23.0,New York,North Fork of Long Island,Long Island,Sparkling Blend,Macari
88,15.0,California,Central Coast,Central Coast,Merlot,Edna Valley Vineyard
88,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,G-S-M,Walla Walla Vintners
88,20.0,California,Santa Ynez Valley,Central Coast,Rhône-style White Blend,Zaca Mesa
88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sangiovese,Walla Walla Vintners
88,49.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Hensteeth
88,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
88,23.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Adamant Cellars
88,49.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Alma Rosa
88,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Keller Estate
88,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Merry Edwards
88,26.0,California,Russian River Valley,Sonoma,Zinfandel,Ottimino Vineyards
88,60.0,California,Carneros,Napa-Sonoma,Pinot Noir,Etude
87,28.0,California,Yorkville Highlands,North Coast,Petit Verdot,Yorkville Cellars
87,35.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Owl Ridge
87,75.0,California,Oakville,Napa,Cabernet Sauvignon,Pine Ridge
87,38.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Stephen Ross
87,85.0,California,Chalk Hill,Sonoma,Merlot-Malbec,Chalk Hill
87,24.0,California,Paso Robles,Central Coast,Sangiovese,Eberle
89,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Shalestone
89,29.0,New York,North Fork of Long Island,Long Island,Champagne Blend,Sparkling Pointe
89,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Standing Stone
89,30.0,Washington,Wahluke Slope,Columbia Valley,Cabernet Franc,Tamarack Cellars
89,61.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Testarossa
89,30.0,New York,Finger Lakes,Finger Lakes,Riesling,Tierce
89,14.0,California,Sierra Foothills,Sierra Foothills,Syrah,Clos du Lac
89,15.0,New York,Finger Lakes,Finger Lakes,Riesling,Dr. Konstantin Frank
89,42.0,Washington,Horse Heaven Hills,Columbia Valley,Grenache,Alexandria Nicole
89,35.0,New York,Finger Lakes,Finger Lakes,Syrah,Atwater
89,11.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Fox Run
89,18.0,New York,Finger Lakes,Finger Lakes,Grüner Veltliner,Hazlitt 1852 Vineyards
89,30.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Sparkman
89,35.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Roblar
89,22.0,California,Carneros,Napa-Sonoma,Chardonnay,Starmont
89,14.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Three Rivers
89,35.0,Washington,Wahluke Slope,Columbia Valley,Syrah,Two Vintners
89,25.0,Washington,Red Mountain,Columbia Valley,Sangiovese,Kaella
89,85.0,California,Napa Valley,Napa,Cabernet Sauvignon,Laird
89,36.0,California,Temecula Valley,South Coast,Cabernet Franc-Merlot,Leoness
87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Barbera,Locati Cellars
87,38.0,Washington,Columbia Valley (WA),Columbia Valley,Mourvèdre-Syrah,Merry Cellars
87,17.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Tines
87,32.0,Washington,Washington,Washington Other,Cabernet Franc,Coeur d'Alene
87,14.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Glenora
87,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Andretti
93,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,W.T. Vintners
93,52.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Ancien
93,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Boheme
93,49.0,California,Adelaida District,Central Coast,Rhône-style Red Blend,Brecon Estate
93,55.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Davies
93,35.0,California,Shenandoah Valley (CA),Sierra Foothills,Zinfandel,Easton
93,49.0,Washington,Wahluke Slope,Columbia Valley,Mourvèdre,Efeste
93,85.0,California,Sonoma Coast,Sonoma,Chardonnay,Flowers
93,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Foley
93,64.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Morgan
93,28.0,California,Napa Valley,Napa,Zinfandel,Rossi Wallace
93,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Talisman
93,70.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Ardor
93,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Block Wines
93,42.0,California,Santa Barbara County,Central Coast,Syrah,Carucci
95,70.0,Washington,Wahluke Slope,Columbia Valley,Syrah,K Vintners
95,85.0,California,Howell Mountain,Napa,Cabernet Sauvignon,La Jota Vineyard
95,155.0,California,Oakville,Napa,Cabernet Sauvignon,Robert Mondavi
95,40.0,California,Oakville,Napa,Fumé Blanc,Robert Mondavi
95,75.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Walt
95,75.0,California,Santa Ynez Valley,Central Coast,Red Blend,Westerly
95,55.0,California,Carmel Valley,Central Coast,Pinot Noir,Albatross Ridge
95,145.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Portfolio
95,47.0,California,California,California Other,Syrah,Herman Story
95,75.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
95,155.0,California,Oakville,Napa,Cabernet Sauvignon,Far Niente
95,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
95,50.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Melville
95,50.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Melville
95,75.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Mt. Brave
95,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Three Sticks
95,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,Macauley
95,50.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Falcone
95,165.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
93,60.0,California,Napa Valley,Napa,Malbec,Krutz
93,130.0,California,Napa Valley,Napa,Cabernet Sauvignon,Pride Mountain
93,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Seven Hills
