points,price,province,region_1,region_2,variety,winery
89,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Redhawk
89,23.0,Oregon,Umpqua Valley,Southern Oregon,Sauvignon Blanc,Reustle
89,40.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Rusack
93,85.0,California,Sonoma Coast,Sonoma,Pinot Noir,Hirsch
93,29.0,California,Sonoma Valley,Sonoma,Grenache,Inspiration
93,48.0,California,Amador County,Sierra Foothills,Zinfandel,Scott Harvey
93,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Tongue Dancer
93,48.0,California,Central Coast,Central Coast,Grenache,Barbieri
93,32.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Derby
93,38.0,California,Santa Barbara County,Central Coast,Grenache,Frequency
93,35.0,California,Napa Valley,Napa,Petite Sirah,Retro
93,62.0,California,Green Valley,Sonoma,Pinot Noir,Saintsbury
93,42.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Trisaetum
93,20.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Airlie
87,18.0,California,Sonoma County,Sonoma,Chardonnay,Arrowood
87,45.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Icaria Creek
87,22.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Cambria
87,20.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Château Souverain
87,15.0,California,Sonoma County,Sonoma,Johannisberg Riesling,Chateau St. Jean
87,30.0,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Mount Eden Vineyards
87,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sterling
87,22.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Wellington
86,28.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Rodney Strong
90,37.0,California,Napa Valley,Napa,Sauvignon Blanc,Venge
90,35.0,California,Paso Robles,Central Coast,Mourvèdre,Villicana
90,48.0,California,Howell Mountain,Napa,Cabernet Sauvignon,W.H. Smith
90,40.0,California,Happy Canyon of Santa Barbara,Central Coast,Syrah,Westerly
90,20.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Westerly
90,32.0,Washington,Columbia Valley (WA),Columbia Valley,Petit Verdot,Mosquito Fleet
90,38.0,California,Dry Creek Valley,Sonoma,Zinfandel,Quivira
90,38.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Stuhlmuller Vineyards
90,65.0,California,Calistoga,Napa,Cabernet Sauvignon,Chase
90,45.0,California,Oak Knoll District,Napa,Merlot,Crosby Roamann
90,34.0,California,Paso Robles,Central Coast,Syrah,Écluse
90,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Fig
90,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
90,49.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Market Vineyards
90,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Joseph Jewell
88,45.0,California,Santa Maria Valley,Central Coast,Chardonnay,Migration
88,14.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,O
88,70.0,California,Sonoma Coast,Sonoma,Pinot Noir,Patz & Hall
88,30.0,California,Lodi,Central Valley,Teroldego,Peltier
88,22.0,California,Sonoma Coast,Sonoma,Riesling,Davis Family
88,42.0,California,San Luis Obispo County,Central Coast,Pinot Noir,Stephen Ross
88,56.0,California,Russian River Valley,Sonoma,Pinot Noir,Testarossa
88,42.0,California,California,California Other,Madeira Blend,V. Sattui
88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,William Church
88,69.0,California,Napa Valley,Napa,Syrah-Cabernet Franc,World's End
88,36.0,California,Napa Valley,Napa,Cabernet Sauvignon,Buehler
86,32.0,California,North Coast,North Coast,Cabernet Sauvignon,Herzog
86,12.0,California,California,California Other,Merlot,Leese-Fitch
86,20.0,California,Sonoma County,Sonoma,Pinot Noir,Lucky Rock Wine Co.
86,65.0,California,Los Carneros,Napa-Sonoma,Chardonnay,Vine Cliff
85,16.0,California,Central Coast,Central Coast,Chardonnay,Limited by Cambridge Cellars
85,19.0,California,Napa Valley,Napa,Cabernet Sauvignon,Dominican Oaks
85,36.0,Washington,Rattlesnake Hills,Columbia Valley,Malbec,Flying Trout
85,35.0,California,Carmel Valley,Central Coast,Syrah,Joullian
85,30.0,California,Santa Barbara County,Central Coast,Cabernet Sauvignon-Syrah,Roblar
85,30.0,New York,Finger Lakes,Finger Lakes,Saperavi,Standing Stone
85,22.0,Washington,Horse Heaven Hills,Columbia Valley,Pinot Gris,14 Hands
85,22.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Gris,Gård
85,18.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Cascade Ridge
85,75.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Coquelicot
85,11.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Castle Rock
85,18.0,California,Central Coast,Central Coast,Chardonnay,Clos La Chance
85,10.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Corvidae
85,18.0,California,California,California Other,White Blend,Fenestra
91,75.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,V. Sattui
90,35.0,California,Paso Robles,Central Coast,Petit Verdot,Bon Niche
90,30.0,California,Monterey,Central Coast,Viognier,Bon Niche
90,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Crosby Roamann
90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,RiverAerie
90,30.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Villicana
90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,:Nota Bene
90,35.0,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
90,42.0,California,Sonoma Valley,Sonoma,Zinfandel,Gauthier
90,45.0,California,Paso Robles,Central Coast,Malbec,Bon Niche
90,35.0,California,Napa Valley,Napa,Cabernet Sauvignon,V. Sattui
89,25.0,Oregon,Columbia Gorge (OR),Oregon Other,Pinot Noir,Syncline
89,42.0,California,Sta. Rita Hills,Central Coast,Syrah,Gainey
89,14.0,Oregon,Columbia Gorge (OR),Oregon Other,White Blend,Viento
89,36.0,Oregon,Umpqua Valley,Southern Oregon,Baco Noir,Melrose
89,21.0,Oregon,Southern Oregon,Southern Oregon,Viognier,Abacela
89,17.0,Oregon,Willamette Valley,Willamette Valley,Pinot Grigio,Apolloni
89,35.0,California,Napa Valley,Napa,Chardonnay,Beringer
89,24.0,California,Carneros,Napa-Sonoma,Chardonnay,Clos Pegase
89,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,David Hill
89,36.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Riverbench
85,29.0,California,Livermore Valley,Central Coast,Zinfandel,Eagle Ridge
84,18.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Lagana
84,10.0,California,California,California Other,Zinfandel,Leaping Lizard
84,18.0,California,California,California Other,Sauvignon Blanc,100 Percent Wine
84,22.0,California,California,California Other,Chardonnay,Bel Vino
84,12.0,California,California,California Other,Sparkling Blend,Weibel Family
87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Blacksmith
87,20.0,California,Sonoma County,Sonoma,Red Blend,Buena Vista
87,45.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Y Rousseau
87,17.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Cloudlift Cellars
87,15.0,California,California,California Other,Chardonnay,Cosentino
87,25.0,California,Russian River Valley,Sonoma,Chardonnay,Davis Bynum
87,13.0,California,California,California Other,Cabernet Sauvignon,HandCraft
87,38.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Hanna
87,14.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Charles & Charles
87,30.0,California,California,California Other,Chardonnay,Danza del Sol
87,20.0,California,Monterey,Central Coast,Grüner Veltliner,Darcie Kent Vineyards
87,16.0,California,North Coast,North Coast,Rosé,Fleur de California
87,11.0,California,Lodi,Central Valley,Zinfandel,Gen5
87,20.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Mercer
87,38.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Pondera
87,75.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Rodney Strong
87,24.0,California,St. Helena,Napa,Sauvignon Blanc,Salvestrin
87,29.0,California,St. Helena,Napa,Sauvignon Blanc,Leto
87,26.0,Washington,Horse Heaven Hills,Columbia Valley,Cinsault,Maryhill
87,12.0,New York,Hudson River Region,New York Other,Chardonnay,Tousey
87,16.0,California,Paso Robles,Central Coast,White Blend,Vina Robles
87,8.0,California,California,California Other,Zinfandel,Oak Grove
87,12.0,California,Lodi,Central Valley,Zinfandel,Plungerhead
87,25.0,California,El Dorado,Sierra Foothills,Petite Sirah,Steiner Family Vineyards
84,15.0,California,Russian River Valley,Sonoma,Chardonnay,La Merika
84,10.0,California,Napa Valley,Napa,Merlot,Napa Family Vineyards
84,70.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Petroni
84,24.0,California,Sonoma Valley,Sonoma,Sauvignon Blanc,Petroni
84,23.0,California,Santa Cruz Mountains,Central Coast,Petite Sirah,Storrs
84,12.0,California,California,California Other,Red Blend,Tractor Shed Red
84,14.0,New York,Finger Lakes,Finger Lakes,Pinot Grigio,Mazza Chautauqua Cellars
84,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Padilla Erickson
84,40.0,California,Sonoma Valley,Sonoma,Syrah,Petroni
84,20.0,California,Paso Robles,Central Coast,Red Blend,Wild Coyote
84,17.0,California,Carneros,Napa-Sonoma,Chardonnay,Angel's Secret
84,13.0,California,Sonoma County,Sonoma,Chardonnay,Cru Vin Dogs
84,14.0,California,California,California Other,Red Blend,Cupcake
84,25.0,California,North Coast,North Coast,Red Blend,Dogwood
91,48.0,California,Edna Valley,Central Coast,Pinot Noir,Kynsi
91,40.0,California,Sta. Rita Hills,Central Coast,Syrah,Lafond
91,23.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Trione
91,80.0,California,Mount Veeder,Napa,Cabernet Franc,VGS
91,25.0,Washington,Yakima Valley,Columbia Valley,Rhône-style Red Blend,Airfield Estates
91,125.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Amici
91,40.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Avennia
91,28.0,Washington,Yakima Valley,Columbia Valley,Sauvignon Blanc,Avennia
91,15.0,California,Lodi,Central Valley,Zinfandel,Manifesto!
91,50.0,California,Santa Maria Valley,Central Coast,G-S-M,Mattina Fiore
91,51.0,California,Sonoma Coast,Sonoma,Pinot Noir,Papapietro Perry
91,38.0,California,Paso Robles,Central Coast,Red Blend,Sculpterra
91,95.0,California,Coombsville,Napa,Cabernet Blend,Sodaro
91,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stag's Leap Wine Cellars
91,24.0,California,Santa Barbara County,Central Coast,Riesling,Standing Sun
91,24.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Storm
91,36.0,California,Russian River Valley,Sonoma,Chardonnay,Benovia
91,50.0,Washington,Wahluke Slope,Columbia Valley,Malbec,Latta
91,36.0,California,Paso Robles Willow Creek District,Central Coast,Zinfandel,Midnight
86,22.0,California,Santa Ynez Valley,Central Coast,Cabernet Sauvignon,Hoyt Family Vineyards
86,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Le Cadeau
86,35.0,California,Lodi,Central Valley,Cabernet Franc,Michael David
86,60.0,California,Carneros,Napa-Sonoma,Pinot Noir,Robert Mondavi
86,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Sextant
86,20.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Tablas Creek
86,17.0,New York,Finger Lakes,Finger Lakes,Riesling,Ventosa
86,15.0,California,Napa Valley,Napa,Cabernet Sauvignon-Syrah,Cameron Hughes
86,18.0,California,Napa Valley,Napa,Cabernet Sauvignon,Castle Rock
90,60.0,California,Russian River Valley,Sonoma,Pinot Noir,En Garde
89,40.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Woodinville Wine Cellars
89,16.0,California,Santa Ynez Valley,Central Coast,Viognier,Zaca Mesa
89,25.0,California,Santa Lucia Highlands,Central Coast,Dornfelder,Cambiata
89,17.0,California,Napa Valley,Napa,Sauvignon Blanc,Honig
89,12.0,California,Lodi,Central Valley,Zinfandel,Ironstone
89,17.0,California,Sonoma Valley,Sonoma,Sauvignon Blanc,Kunde
89,25.0,California,Russian River Valley,Sonoma,Pinot Noir,Ousterhout
89,60.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Pedestal
89,45.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Scratch
89,10.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,StoneCap
89,22.0,California,Central Coast,Central Coast,White Blend,Clos La Chance
89,30.0,California,Amador County,Sierra Foothills,Zinfandel,Deaver
94,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Joel Gott
94,110.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Lamborn Family Vineyards
91,50.0,California,Monterey,Central Coast,Port,Pessagno
91,24.0,California,Russian River Valley,Sonoma,Merlot,Longboard
91,22.0,California,Monterey County,Central Coast,Chardonnay,Logan
91,28.0,California,Green Valley,Sonoma,Chardonnay,Iron Horse
91,48.0,California,Russian River Valley,Sonoma,Zinfandel,Williams Selyem
90,24.0,California,Edna Valley,Central Coast,Pinot Gris,Domaine Alfred
90,42.0,California,Chiles Valley,Napa,Cabernet Sauvignon,Volker Eisele Family Estate
90,18.0,California,Mendocino-Amador,California Other,Zinfandel,Paul Dolan
91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Script
91,75.0,California,Coombsville,Napa,Cabernet Sauvignon,Silverado
91,28.0,California,El Dorado,Sierra Foothills,Syrah,Skinner
91,69.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sojourn
91,129.0,California,Oakville,Napa,Cabernet Sauvignon,Spoto
91,54.0,California,Russian River Valley,Sonoma,Pinot Noir,Terlato
91,65.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
91,32.0,California,Edna Valley,Central Coast,Pinot Noir,Tolosa
91,30.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Two Vintners
91,24.0,California,Russian River Valley,Sonoma,Colombard,Y Rousseau
91,22.0,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Zaca Mesa
91,52.0,California,Sonoma Coast,Sonoma,Pinot Noir,Marimar Estate
91,65.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Maysara
91,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Nicholson Ranch
91,60.0,California,Sonoma Valley,Sonoma,Zinfandel,Ravenswood
91,22.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ruby
91,26.0,California,Carneros,Napa-Sonoma,Chardonnay,Saintsbury
91,42.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Sbragia
91,40.0,Washington,Snipes Mountain,Columbia Valley,Malbec,Structure
91,52.0,California,Sonoma County,Sonoma,Merlot,Passaggio
91,48.0,Washington,Washington,Washington Other,Rhône-style Red Blend,Rôtie Cellars
91,80.0,California,Rutherford,Napa,Bordeaux-style Red Blend,Round Pond
91,48.0,California,Carneros,Napa-Sonoma,Chardonnay,Saintsbury
91,45.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Seven Hills
91,25.0,California,Paso Robles,Central Coast,Rosé,Tablas Creek
91,25.0,California,Fiddletown,Sierra Foothills,Viognier,Terre Rouge
91,26.0,Washington,Walla Walla Valley (WA),Columbia Valley,Merlot,Kontos
91,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,Kontos
91,45.0,California,Paso Robles,Central Coast,Grenache-Syrah,kukkula
91,76.0,California,Knights Valley,Sonoma,Cabernet Sauvignon,Garavin
91,40.0,California,Napa Valley,Napa,Merlot,Trinchero
91,30.0,California,Carneros-Napa Valley,Napa,Chardonnay,Truchard
91,70.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Trinchero
91,70.0,California,Oakville,Napa,Cabernet Sauvignon,Turnbull
82,13.0,California,Napa Valley,Napa,Chardonnay,Bouchaine
82,18.0,California,Fair Play,Sierra Foothills,Cabernet Sauvignon,Oakstone
82,22.0,California,Napa Valley,Napa,Sauvignon Blanc,Peju
82,16.0,California,El Dorado,Sierra Foothills,Cabernet Franc,Single Leaf
82,13.0,California,South Coast,South Coast,Cabernet Sauvignon-Merlot,Thornton
95,45.0,Oregon,Oregon,Oregon Other,Pinot Noir,Domaine Drouhin
90,45.0,California,Green Valley,Sonoma,Chardonnay,Iron Horse
90,46.0,California,Napa Valley,Napa,Cabernet Sauvignon,Frostwatch
90,22.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc-Semillon,Cadaretta
90,50.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
90,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Fall Line
90,58.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
85,8.0,California,California,California Other,Chardonnay,Buffalo Grove
85,29.0,California,Sierra Foothills,Sierra Foothills,Syrah,Wise Villa
85,75.0,California,Oakville,Napa,Red Blend,Turnbull
85,22.0,California,Central Coast,Central Coast,Viognier,Clos La Chance
85,20.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Daglia Canyon
85,11.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Thorny Rose
85,10.0,Washington,Washington,Washington Other,Riesling,Washington Hills
85,26.0,Washington,Washington,Washington Other,Cabernet Sauvignon-Merlot,Pacifica
85,36.0,Washington,Washington,Washington Other,Meritage,Pacifica
85,29.0,California,California,California Other,Tempranillo Blend,Riaza
85,10.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Grigio,Sockeye
85,14.0,California,North Coast,North Coast,Chardonnay,Josh Cellars
89,45.0,California,Carneros,Napa-Sonoma,Chardonnay,Shafer
89,16.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Trust
89,25.0,California,Edna Valley,Central Coast,Syrah,Eagles Landing
89,35.0,California,Carneros,Napa-Sonoma,Chardonnay,Franciscan
89,11.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Snoqualmie
89,16.0,Washington,Yakima Valley,Columbia Valley,Pinot Gris,Airfield Estates
89,20.0,California,Napa Valley,Napa,Sauvignon Blanc,Martin Ray
89,20.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Robert Hall
89,25.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Three Rivers
89,14.0,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,Maryhill
89,12.0,Washington,Yakima Valley,Columbia Valley,Riesling,Trio Vintners
89,23.0,New York,Finger Lakes,Finger Lakes,Riesling,Wagner
89,35.0,California,Carneros,Napa-Sonoma,Pinot Noir,Domaine Chandon
89,20.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Chateau Ste. Michelle
89,35.0,Oregon,Willamette Valley,Willamette Valley,Gamay,Martin Woods
89,36.0,Washington,Columbia Valley (WA),Columbia Valley,Petit Verdot,Browne Family Vineyards
89,15.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Chateau Ste. Michelle
88,15.0,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Columbia Crest
88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Muscat Canelli,Columbia Crest
88,25.0,Washington,Columbia Valley (WA),Columbia Valley,G-S-M,Gorman
88,17.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Pacific Crest
87,21.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Three Rivers
87,25.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Guardian
87,15.0,California,Monterey County,Central Coast,Pinot Gris,Hahn
87,25.0,New York,North Fork of Long Island,Long Island,Chardonnay,Harbes Family Vineyard
87,40.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,J & J
87,25.0,California,Monterey,Central Coast,Chardonnay,Joullian
87,15.0,California,Lodi,Central Valley,Albariño,Klinker Brick
87,30.0,California,Sonoma Coast,Sonoma,Pinot Noir,Krutz
87,22.0,New York,North Fork of Long Island,Long Island,Pinot Blanc,Lieb
87,19.0,New York,North Fork of Long Island,Long Island,Rosé,Martha Clara
87,17.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Milbrandt
87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Newsprint
87,28.0,California,Templeton Gap District,Central Coast,White Blend,ONX
